word,n_morphemes,note,n_pref,n_root,n_suff,prs,zipf_freq
adjudicate,3,{<a<(judic)>ate>},1,1,1,"1,1,1",2.47
adjudicated,3,{<a<(judic)>ate>},1,1,1,"1,1,1",2.54
adjudication,4,{<a<(judic)>ate>}>ion>,1,1,2,"1,1,2",2.76
adjudicator,4,{<a<(judic)>ate>}>or>,1,1,2,"1,1,2",2.46
adjunct,2,{<a<(junct)},1,1,0,"1,1,0",3.3
adjure,2,{<a<(jur)},1,1,0,"1,1,0",1.33
adjured,2,{<a<(jur)},1,1,0,"1,1,0",1.01
adjust,2,{<a<(just)},1,1,0,"1,1,0",4.07
adjustable,3,{<a<(just)}>able>,1,1,1,"1,1,1",3.6
adjuster,3,{<a<(just)}>er>,1,1,1,"1,1,1",2.68
adjustment,3,{<a<(just)}>ment>,1,1,1,"1,1,1",3.88
adjutant,1,{(adjutant)},0,1,0,"0,1,0",3.12
adman,2,{(ad)}{(man)},0,2,0,"0,2,0",1.51
administer,2,{<a<(minister)},1,1,0,"1,1,0",3.54
administration,4,{<a<(minister)>ate>}>ion>,1,1,2,"1,1,2",4.93
administrative,4,{<a<(minister)>ate>}>ive>,1,1,2,"1,1,2",4.45
administratively,5,{<a<(minister)>ate>}>ive>>ly>,1,1,3,"1,1,3",2.69
administrator,4,{<a<(minister)>ate>}>or>,1,1,2,"1,1,2",4.07
admirable,2,{(admire)}>able>,0,1,1,"0,1,1",3.48
admirably,3,{(admire)}>able>>y>,0,1,2,"0,1,2",2.91
admiral,1,{(admiral)},0,1,0,"0,1,0",4.0
admiralties,2,{(admiral)}>ity>,0,1,1,"0,1,1",0.0
admiralty,2,{(admiral)}>ity>,0,1,1,"0,1,1",3.44
admiration,2,{(admire)}>ion>,0,1,1,"0,1,1",3.59
admire,1,{(admire)},0,1,0,"0,1,0",3.97
admired,1,{(admire)},0,1,0,"0,1,0",3.72
admirer,2,{(admire)}>er>,0,1,1,"0,1,1",3.19
admiringly,2,{(admire)}>ly>,0,1,1,"0,1,1",2.05
admissibility,3,{(admit)}>able>>ity>,0,1,2,"0,1,2",2.26
admissible,2,{(admit)}>able>,0,1,1,"0,1,1",2.87
admission,2,{(admit)}>ion>,0,1,1,"0,1,1",4.15
admit,1,{(admit)},0,1,0,"0,1,0",4.58
admittance,2,{(admit)}>ance>,0,1,1,"0,1,1",2.8
admitted,1,{(admit)},0,1,0,"0,1,0",4.49
admittedly,2,{(admit)}>ly>,0,1,1,"0,1,1",3.54
admitting,1,{(admit)},0,1,0,"0,1,0",3.8
admix,2,{<a<(mix)},1,1,0,"1,1,0",0.0
admixture,3,{<a<(mix)}>ure>,1,1,1,"1,1,1",2.58
admonish,2,{<a<(monish)},1,1,0,"1,1,0",2.29
admonishingly,3,{<a<(monish)}>ly>,1,1,1,"1,1,1",0.0
admonishments,3,{<a<(monish)}>ment>,1,1,1,"1,1,1",1.54
admonition,3,{<a<(monish)}>ion>,1,1,1,"1,1,1",2.51
admonitory,3,{<a<(monit)>ory>},1,1,1,"1,1,1",1.29
ado,1,{(ado)},0,1,0,"0,1,0",3.2
adobe,1,{(adobe)},0,1,0,"0,1,0",3.53
adolescence,2,{(adolesc)>ance>},0,1,1,"0,1,1",3.36
adolescent,2,{(adolesc)>ant>},0,1,1,"0,1,1",3.58
adopt,1,{(adopt)},0,1,0,"0,1,0",4.19
adoption,2,{(adopt)}>ion>,0,1,1,"0,1,1",4.17
adoptive,2,{(adopt)}>ive>,0,1,1,"0,1,1",3.22
adorable,2,{(adore)}>able>,0,1,1,"0,1,1",4.06
adorably,3,{(adore)}>able>>y>,0,1,2,"0,1,2",2.41
adoration,2,{(adore)}>ion>,0,1,1,"0,1,1",3.11
adore,1,{(adore)},0,1,0,"0,1,0",3.7
adored,1,{(adore)},0,1,0,"0,1,0",3.32
adorer,2,{(adore)}>er>,0,1,1,"0,1,1",1.05
adoringly,2,{(adore)}>ly>,0,1,1,"0,1,1",1.81
adorn,1,{(adorn)},0,1,0,"0,1,0",3.01
adornment,2,{(adorn)}>ment>,0,1,1,"0,1,1",2.47
adrenal,1,{(adrenal)},0,1,0,"0,1,0",2.99
adrenalin,2,{(adrenal)>in>},0,1,1,"0,1,1",2.77
adrift,1,{(adrift)},0,1,0,"0,1,0",3.06
adroit,1,{(adroit)},0,1,0,"0,1,0",2.31
adroitly,2,{(adroit)}>ly>,0,1,1,"0,1,1",2.05
adroitness,2,{(adroit)}>ness>,0,1,1,"0,1,1",1.48
ads,1,{(ad)},0,1,0,"0,1,0",4.32
adsorbed,2,{<a<(sorb)},1,1,0,"1,1,0",2.31
adsorbs,2,{<a<(sorb)},1,1,0,"1,1,0",1.45
adulate,1,{(adulate)},0,1,0,"0,1,0",0.0
adulated,1,{(adulate)},0,1,0,"0,1,0",0.0
adulation,2,{(adulate)}>ion>,0,1,1,"0,1,1",2.6
adulator,2,{(adulate)}>or>,0,1,1,"0,1,1",0.0
adulatory,2,{(adulate)}>ory>,0,1,1,"0,1,1",1.45
adult,1,{(adult)},0,1,0,"0,1,0",4.8
adulterant,2,{(adulter)>ant>},0,1,1,"0,1,1",1.43
adulterate,2,{(adulter)>ate>},0,1,1,"0,1,1",1.65
adulterated,2,{(adulter)>ate>},0,1,1,"0,1,1",2.41
adulteration,3,{(adulter)>ate>}>ion>,0,1,2,"0,1,2",2.16
adulterer,2,{(adulter)>er>},0,1,1,"0,1,1",2.32
adulteress,2,{(adulter)>ess>},0,1,1,"0,1,1",2.04
adulteries,2,{(adulter)>y>},0,1,1,"0,1,1",1.35
adulterous,2,{(adulter)>ious>},0,1,1,"0,1,1",2.54
adultery,2,{(adulter)>y>},0,1,1,"0,1,1",3.41
adulthood,2,{(adult)}>hood>,0,1,1,"0,1,1",3.6
adumbrate,2,{<a<(umbrate)},1,1,0,"1,1,0",1.07
adumbrated,2,{<a<(umbrate)},1,1,0,"1,1,0",1.17
adumbration,3,{<a<(umbrate)}>ion>,1,1,1,"1,1,1",0.0
advance,1,{(advance)},0,1,0,"0,1,0",4.65
advanced,1,{(advance)},0,1,0,"0,1,0",4.71
advancement,2,{(advance)}>ment>,0,1,1,"0,1,1",3.81
advantage,1,{(advantage)},0,1,0,"0,1,0",4.78
advantaged,1,{(advantage)},0,1,0,"0,1,0",2.61
advantageous,2,{(advantage)}>ious>,0,1,1,"0,1,1",3.33
advantageously,3,{(advantage)}>ious>>ly>,0,1,2,"0,1,2",2.19
advent,1,{(advent)},0,1,0,"0,1,0",3.67
adventitious,2,{(advent)>ious>},0,1,1,"0,1,1",1.96
adventitiously,3,{(advent)>ious>}>ly>,0,1,2,"0,1,2",0.0
adventure,2,{(advent)>ure>},0,1,1,"0,1,1",4.46
adventured,2,{(advent)>ure>},0,1,1,"0,1,1",1.54
adventurer,3,{(advent)>ure>}>er>,0,1,2,"0,1,2",3.18
adventuresome,3,{(advent)>ure>}>some>,0,1,2,"0,1,2",1.84
adventurous,3,{(advent)>ure>}>ious>,0,1,2,"0,1,2",3.48
adventurously,4,{(advent)>ure>}>ious>>ly>,0,1,3,"0,1,3",1.46
adverb,2,{<a<(verb)},1,1,0,"1,1,0",2.55
adverbial,3,{<a<(verb)}>al>,1,1,1,"1,1,1",2.13
adverbially,4,{<a<(verb)}>al>>y>,1,1,2,"1,1,2",1.18
adversaries,2,{(adverse)}>ory>,0,1,1,"0,1,1",3.21
adversary,2,{(adverse)}>ory>,0,1,1,"0,1,1",3.29
adverse,1,{(adverse)},0,1,0,"0,1,0",3.89
adversely,2,{(adverse)}>ly>,0,1,1,"0,1,1",3.27
adversities,2,{(adverse)}>ity>dr,0,1,1,"0,1,1",2.21
adversity,2,{(adverse)}>ity>,0,1,1,"0,1,1",3.38
advert,1,{(advert)},0,1,0,"0,1,0",3.46
advertence,2,{(advert)>ance>},0,1,1,"0,1,1",0.0
advertent,2,{(advert)>ant>},0,1,1,"0,1,1",0.0
advertise,2,{(advert)>ize>},0,1,1,"0,1,1",3.66
advertised,2,{(advert)>ize>},0,1,1,"0,1,1",3.75
advertisement,3,{(advert)>ize>}>ment>,0,1,2,"0,1,2",3.84
advertiser,3,{(advert)>ize>}>er>,0,1,2,"0,1,2",3.38
advice,1,{(advice)},0,1,0,"0,1,0",4.88
advisability,3,{(advise)}>able>>ity>,0,1,2,"0,1,2",1.71
advisable,2,{(advise)}>able>,0,1,1,"0,1,1",3.26
advise,1,{(advise)},0,1,0,"0,1,0",4.09
advised,1,{(advise)},0,1,0,"0,1,0",4.18
advisedly,2,{(advise)}>ly>,0,1,1,"0,1,1",1.83
advisement,2,{(advise)}>ment>,0,1,1,"0,1,1",2.4
adviser,2,{(advise)}>er>,0,1,1,"0,1,1",3.94
advisor,2,{(advise)}>or>,0,1,1,"0,1,1",4.01
advisory,2,{(advise)}>ory>,0,1,1,"0,1,1",4.18
advocacy,3,{<a<(voc)>acy>},1,1,1,"1,1,1",3.9
advocate,3,{<a<(voc)>ate>},1,1,1,"1,1,1",4.21
advocated,3,{<a<(voc)>ate>},1,1,1,"1,1,1",3.6
adze,1,{(adze)},0,1,0,"0,1,0",1.78
aegis,1,{(aegis)},0,1,0,"0,1,0",3.06
aeon,1,{(aeon)},0,1,0,"0,1,0",2.64
aerate,2,{(aero)>ate>},0,1,1,"0,1,1",1.9
aerated,2,{(aero)>ate>},0,1,1,"0,1,1",2.32
aeration,3,{(aero)>ate>}>ion>,0,1,2,"0,1,2",2.49
aerator,3,{(aero)>ate>}>or>,0,1,2,"0,1,2",1.89
aerial,2,{(aero)>al>},0,1,1,"0,1,1",3.91
aerially,3,{(aero)>al>}>y>,0,1,2,"0,1,2",1.6
aerobatic,2,{(aero)>batic>},0,1,1,"0,1,1",2.17
aerobic,2,{(aerobe)}>ic>,0,1,1,"0,1,1",3.19
aerodrome,2,{(aero)(drome)},0,2,0,"0,2,0",2.54
aerodynamic,2,(aero){(dynamic)},0,2,0,"0,2,0",3.19
aerodynamically,3,(aero){(dynamic)}>ly>,0,2,1,"0,2,1",2.1
aeronaut,2,{(aero)(naut)},0,2,0,"0,2,0",1.72
aeronautic,3,{(aero)(naut)}>ic>,0,2,1,"0,2,1",1.99
aeronautical,4,{(aero)(naut)}>ic>>al>,0,2,2,"0,2,2",3.09
aeroplane,2,(aero){(plane)},0,2,0,"0,2,0",3.18
aerosol,2,{(aero)(sol)},0,2,0,"0,2,0",3.03
aerosolized,3,{(aero)(sol)}>ize>,0,2,1,"0,2,1",1.86
aerospace,2,(aero){(space)},0,2,0,"0,2,0",3.73
aesthete,1,{(aesthete)},0,1,0,"0,1,0",1.95
aesthetic,3,{<aes<(thet)>ic>},1,1,1,"1,1,1",4.02
aesthetical,4,{<aes<(thet)>ic>}>al>,1,1,2,"1,1,2",1.71
aesthetically,4,{<aes<(thet)>ic>}>ly>,1,1,2,"1,1,2",3.19
aetiological,4,{(aeti)(log)>ic>>al>},0,2,2,"0,2,2",1.35
aetiologically,5,{(aeti)(log)>ic>>al>}>ly>,0,2,3,"0,2,3",0.0
aetiology,3,{(aeti)(log)>y>},0,2,1,"0,2,1",1.96
afar,1,{(afar)},0,1,0,"0,1,0",3.35
affability,2,{(affable)}>ity>,0,1,1,"0,1,1",1.82
affable,1,{(affable)},0,1,0,"0,1,0",2.66
affably,2,{(affable)}>y>,0,1,1,"0,1,1",1.68
affair,1,{(affair)},0,1,0,"0,1,0",4.3
affect,2,{<a<(fect)},1,1,0,"1,1,0",4.59
affectation,4,{<a<(fect)}>ate>>ion>,1,1,2,"1,1,2",2.29
affectedly,3,{<a<(fect)}>ly>,1,1,1,"1,1,1",0.0
affectedness,3,{<a<(fect)}>ness>,1,1,1,"1,1,1",0.0
affectingly,3,{<a<(fect)}>ly>,1,1,1,"1,1,1",1.16
affection,3,{<a<(fect)}>ion>,1,1,1,"1,1,1",3.92
affectionate,4,{<a<(fect)}>ion>>ate>,1,1,2,"1,1,2",3.35
affectionately,5,{<a<(fect)}>ion>>ate>>ly>,1,1,3,"1,1,3",3.11
afferent,1,{(afferent)},0,1,0,"0,1,0",2.3
affiance,1,{(affiance)},0,1,0,"0,1,0",1.25
affianced,1,{(affiance)},0,1,0,"0,1,0",1.45
affidavit,1,{(affidavit)},0,1,0,"0,1,0",3.38
affiliate,1,{(affiliate)},0,1,0,"0,1,0",3.99
affiliated,1,{(affiliate)},0,1,0,"0,1,0",3.96
affiliation,2,{(affiliate)}>ion>,0,1,1,"0,1,1",3.63
affine,1,{(affine)},0,1,0,"0,1,0",2.43
affinities,1,{(affinity)},0,1,0,"0,1,0",2.69
affinity,1,{(affinity)},0,1,0,"0,1,0",3.61
affirm,2,{<a<(firm)},1,1,0,"1,1,0",3.2
affirmation,3,{<a<(firm)}>ion>,1,1,1,"1,1,1",3.24
affirmative,3,{<a<(firm)}>ive>,1,1,1,"1,1,1",3.57
affirmatively,4,{<a<(firm)}>ive>>ly>,1,1,2,"1,1,2",2.33
affix,1,{(affix)},0,1,0,"0,1,0",2.63
afflatus,1,{(afflatus)},0,1,0,"0,1,0",1.15
afflict,1,{(afflict)},0,1,0,"0,1,0",2.43
affliction,2,{(afflict)}>ion>,0,1,1,"0,1,1",3.11
affluence,3,{<a<(flu)>ance>)},1,1,1,"1,1,1",2.74
affluent,3,{<a<(flu)>ant>)},1,1,1,"1,1,1",3.37
afford,1,{(afford)},0,1,0,"0,1,0",4.57
afforest,2,<a<{(forest)},1,1,0,"1,1,0",0.0
afforestation,3,<a<{(forest)}>ion>,1,1,1,"1,1,1",2.1
affray,1,{(affray)},0,1,0,"0,1,0",2.24
affricate,3,{<a<(frict)>ate>},1,1,1,"1,1,1",1.3
affront,2,{<a<(front)},1,1,0,"1,1,0",2.89
afghanistan,2,{(afghan)(stan)},0,2,0,"0,2,0",4.23
aficionado,1,{(aficionado)},0,1,0,"0,1,0",2.57
afield,2,<a<{(field)},1,1,0,"1,1,0",3.0
afire,2,<a<{(fire)},1,1,0,"1,1,0",2.46
aflame,2,<a<{(flame)},1,1,0,"1,1,0",2.46
afloat,2,<a<{(float)},1,1,0,"1,1,0",3.33
afoot,2,<a<{(foot)},1,1,0,"1,1,0",2.89
afore,1,{(afore)},0,1,0,"0,1,0",2.42
aforementioned,2,{(afore)}{(mention)},0,2,0,"0,2,0",3.54
aforesaid,2,{(afore)}{(say)},0,2,0,"0,2,0",2.6
aforethought,2,{(afore)}{(thought)},0,2,0,"0,2,0",1.93
afoul,1,{(afoul)},0,1,0,"0,1,0",2.63
afraid,1,{(afraid)},0,1,0,"0,1,0",4.7
afresh,1,{(afresh)},0,1,0,"0,1,0",2.78
africa,1,{(africa)},0,1,0,"0,1,0",4.92
african,2,{(africa)}>n>,0,1,1,"0,1,1",4.82
afro,1,{(afro)},0,1,0,"0,1,0",3.43
aft,1,{(aft)},0,1,0,"0,1,0",3.39
after,1,{(after)},0,1,0,"0,1,0",6.11
afterbirth,2,<after<{(birth)},1,1,0,"1,1,0",2.02
aftercare,2,<after<{(care)},1,1,0,"1,1,0",2.54
afterdamp,2,<after<{(damp)},1,1,0,"1,1,0",0.0
aftereffect,3,<after<{<e<(fect)},2,1,0,"2,1,0",1.67
afterglow,2,<after<{(glow)},1,1,0,"1,1,0",2.64
afterlife,2,<after<{(life)},1,1,0,"1,1,0",3.36
aftermath,2,{<after<(math)},1,1,0,"1,1,0",3.9
afternoon,2,<after<{(noon)},1,1,0,"1,1,0",4.72
aftershave,2,<after<{(shave)},1,1,0,"1,1,0",2.56
aftertaste,2,<after<{(taste)},1,1,0,"1,1,0",2.68
afterthought,2,<after<{(thought)},1,1,0,"1,1,0",2.88
afterward,2,{(after)}>ward>,0,1,1,"0,1,1",3.83
again,1,{(again)},0,1,0,"0,1,0",5.7
against,1,{(against)},0,1,0,"0,1,0",5.68
agape,1,{(agape)},0,1,0,"0,1,0",2.65
agate,1,{(agate)},0,1,0,"0,1,0",2.81
agave,1,{(agave)},0,1,0,"0,1,0",2.74
age,1,{(age)},0,1,0,"0,1,0",5.32
aged,1,{(age)},0,1,0,"0,1,0",4.5
ageless,2,{(age)}>less>,0,1,1,"0,1,1",2.69
agelessness,3,{(age)}>less>>ness>,0,1,2,"0,1,2",1.17
agencies,2,{(agenc)}>y>,0,1,1,"0,1,1",4.54
agency,1,{(agency)},0,1,0,"0,1,0",4.87
agenda,1,{(agenda)},0,1,0,"0,1,0",4.3
agent,1,{(agent)},0,1,0,"0,1,0",4.81
agglomerate,3,{<a<(glomer)>ate>},1,1,1,"1,1,1",1.64
agglomerated,3,{<a<(glomer)>ate>},1,1,1,"1,1,1",1.63
agglomeration,4,{<a<(glomer)>ate>}>ion>,1,1,2,"1,1,2",2.53
agglutinate,3,{<a<(glutin)>ate>},1,1,1,"1,1,1",1.19
agglutinated,3,{<a<(glutin)>ate>},1,1,1,"1,1,1",1.49
agglutination,4,{<a<(glutin)>ate>}>ion>,1,1,2,"1,1,2",1.89
agglutinative,4,{<a<(glutin)>ate>}>ive>,1,1,2,"1,1,2",1.58
aggrandize,3,{<a<(grand)>ize>},1,1,1,"1,1,1",1.52
aggrandized,3,{<a<(grand)>ize>},1,1,1,"1,1,1",1.27
aggrandizement,4,{<a<(grand)>ize>}>ment>,1,1,2,"1,1,2",2.16
aggravate,1,{(aggravate)},0,1,0,"0,1,0",2.8
aggravated,1,{(aggravate)},0,1,0,"0,1,0",3.47
aggravation,2,{(aggravate)}>ion>,0,1,1,"0,1,1",2.76
aggregate,1,{(aggregate)},0,1,0,"0,1,0",3.94
aggregated,1,{(aggregate)},0,1,0,"0,1,0",3.04
aggregation,2,{(aggregate)}>ion>,0,1,1,"0,1,1",3.25
aggress,1,{(aggress)},0,1,0,"0,1,0",1.53
aggression,2,{(aggress)}>ion>,0,1,1,"0,1,1",3.9
aggressive,2,{(aggress)}>ive>,0,1,1,"0,1,1",4.32
aggressively,3,{(aggress)}>ive>>ly>,0,1,2,"0,1,2",3.63
aggressiveness,3,{(aggress)}>ive>>ness>,0,1,2,"0,1,2",2.86
aggressor,2,{(aggress)}>or>,0,1,1,"0,1,1",3.01
aggrieve,2,{<a<(grieve)},1,1,0,"1,1,0",1.09
aggrieved,2,{<a<(grieve)},1,1,0,"1,1,0",2.9
aggro,1,{(aggro)},0,1,0,"0,1,0",2.46
aghast,1,{(aghast)},0,1,0,"0,1,0",2.64
agile,1,{(agile)},0,1,0,"0,1,0",3.41
agilely,2,{(agile)}>ly>,0,1,1,"0,1,1",0.0
agility,2,{(agile)}>ity>,0,1,1,"0,1,1",3.33
agin,1,{(agin)},0,1,0,"0,1,0",2.28
agitate,1,{(agitate)},0,1,0,"0,1,0",2.64
agitated,1,{(agitate)},0,1,0,"0,1,0",3.35
agitation,2,{(agitate)}>ion>,0,1,1,"0,1,1",3.19
agitator,2,{(agitate)}>or>,0,1,1,"0,1,1",2.59
agleam,1,{(agleam)},0,1,0,"0,1,0",0.0
aglow,1,{(aglow)},0,1,0,"0,1,0",2.21
agnail,1,{(agnail)},0,1,0,"0,1,0",0.0
agnostic,3,{<a<(gnose)>ic>},1,1,1,"1,1,1",3.02
agnosticism,4,{<a<(gnose)>ic>}>ism>,1,1,2,"1,1,2",2.36
ago,1,{(ago)},0,1,0,"0,1,0",5.42
agog,1,{(agog)},0,1,0,"0,1,0",2.11
agonies,2,{(agon)>y>},0,1,1,"0,1,1",2.24
agonize,2,{(agon)>ize>},0,1,1,"0,1,1",2.14
agonized,2,{(agon)>ize>},0,1,1,"0,1,1",2.33
agonizingly,3,{(agon)>ize>}>ly>,0,1,2,"0,1,2",2.05
agony,2,{(agon)>y>},0,1,1,"0,1,1",3.6
agora,1,{(agora)},0,1,0,"0,1,0",2.72
agoraphobia,3,{(agora)(phobe)>ia>},0,2,1,"0,2,1",2.34
agoraphobic,3,{(agora)(phobe)>ic>},0,2,1,"0,2,1",2.02
agrarian,1,{(agrarian)},0,1,0,"0,1,0",3.2
agree,1,{(agree)},0,1,0,"0,1,0",4.97
agreeable,2,{(agree)}>able>,0,1,1,"0,1,1",3.19
agreeableness,3,{(agree)}>able>>ness>,0,1,2,"0,1,2",2.03
agreeably,3,{(agree)}>able>>y>,0,1,2,"0,1,2",2.11
agreed,1,{(agree)},0,1,0,"0,1,0",4.84
agreement,2,{(agree)}>ment>,0,1,1,"0,1,1",4.88
agricultural,3,{(agri)(culture)}>al>,0,2,1,"0,2,1",4.34
agriculturalist,4,{(agri)(culture)}>al>>ist>,0,2,2,"0,2,2",1.56
agriculturally,4,{(agri)(culture)}>al>>ly>,0,2,2,"0,2,2",2.13
agriculture,2,{(agri)(culture)},0,2,0,"0,2,0",4.37
agriculturist,3,{(agri)(culture)}>ist>,0,2,1,"0,2,1",1.98
agronomist,3,{(agri)(nomin)>ist>},0,2,1,"0,2,1",2.24
agronomy,3,{(agri)(nomin)>y>},0,2,1,"0,2,1",2.43
aground,1,{(aground)},0,1,0,"0,1,0",2.83
ague,1,{(ague)},0,1,0,"0,1,0",1.79
aha,1,{(aha)},0,1,0,"0,1,0",3.56
ahead,1,{(ahead)},0,1,0,"0,1,0",5.01
ahem,1,{(ahem)},0,1,0,"0,1,0",3.25
ahoy,1,{(ahoy)},0,1,0,"0,1,0",2.73
aid,1,{(aid)},0,1,0,"0,1,0",4.75
aide,1,{(aide)},0,1,0,"0,1,0",3.69
ail,1,{(ail)},0,1,0,"0,1,0",2.26
aileron,1,{(aileron)},0,1,0,"0,1,0",2.13
ailment,2,{(ail)}>ment>,0,1,1,"0,1,1",2.98
aim,1,{(aim)},0,1,0,"0,1,0",4.51
aimless,2,{(aim)}>less>,0,1,1,"0,1,1",2.65
aimlessly,3,{(aim)}>less>>ly>,0,1,2,"0,1,2",2.82
aimlessness,3,{(aim)}>less>>ness>,0,1,2,"0,1,2",1.54
air,1,{(air)},0,1,0,"0,1,0",5.37
airbase,2,{(air)}{(base)},0,2,0,"0,2,0",2.8
airbed,2,{(air)}{(bed)},0,2,0,"0,2,0",1.32
airborne,2,{(air)}{(borne)},0,2,0,"0,2,0",3.67
airbus,2,{(air)}{(bus)},0,2,0,"0,2,0",3.33
aircraft,2,{(air)}{(craft)},0,2,0,"0,2,0",4.64
aircraftman,3,{(air)}{(craft)}(man),0,3,0,"0,3,0",1.34
aircraftmen,3,{(air)}{(craft)}{(men)},0,3,0,"0,3,0",0.0
aircraftsmen,3,{(air)}{(craft)}(men),0,3,0,"0,3,0",0.0
aircrew,2,{(air)}{(crew)},0,2,0,"0,2,0",2.5
airdrome,2,{(air)(drome)},0,2,0,"0,2,0",1.51
airdrop,2,{(air)}{(drop)},0,2,0,"0,2,0",2.56
airdropped,2,{(air)}{(drop)},0,2,0,"0,2,0",1.88
airdropping,2,{(air)}{(drop)},0,2,0,"0,2,0",1.37
airfield,2,{(air)}{(field)},0,2,0,"0,2,0",3.29
airflow,2,{(air)}{(flow)},0,2,0,"0,2,0",3.08
airforce,2,{(air)}{(force)},0,2,0,"0,2,0",2.76
airframe,2,{(air)}{(frame)},0,2,0,"0,2,0",2.69
airgun,2,{(air)}{(gun)},0,2,0,"0,2,0",1.94
airhole,2,{(air)}{(hole)},0,2,0,"0,2,0",0.0
airhostess,3,{(air)}{(host)}>ess>,0,2,1,"0,2,1",1.07
airier,3,{(air)}>y>>er>,0,1,2,"0,1,2",1.36
airiest,3,{(air)}>y>>est>,0,1,2,"0,1,2",0.0
airily,3,{(air)}>y>>ly>,0,1,2,"0,1,2",1.78
airless,2,{(air)}>less>,0,1,1,"0,1,1",2.31
airlift,2,{(air)}{(lift)},0,2,0,"0,2,0",2.87
airline,2,{(air)}{(line)},0,2,0,"0,2,0",4.04
airliner,3,{(air)}{(line)}>er>,0,2,1,"0,2,1",3.07
airlock,2,{(air)}{(lock)},0,2,0,"0,2,0",2.63
airmail,2,{(air)}{(mail)},0,2,0,"0,2,0",2.5
airman,2,{(air)}(man),0,2,0,"0,2,0",2.88
airmen,2,{(air)}(men),0,2,0,"0,2,0",3.02
airpark,2,{(air)}{(park)},0,2,0,"0,2,0",1.8
airplane,2,{(air)}{(plane)},0,2,0,"0,2,0",3.92
airport,2,{(air)}{(port)},0,2,0,"0,2,0",4.84
airshaft,2,{(air)}{(shaft)},0,2,0,"0,2,0",0.0
airship,2,{(air)}{(ship)},0,2,0,"0,2,0",2.88
airsick,2,{(air)}{(sick)},0,2,0,"0,2,0",1.1
airspace,2,{(air)}{(space)},0,2,0,"0,2,0",3.28
airspeed,2,{(air)}{(speed)},0,2,0,"0,2,0",2.61
airstrip,2,{(air)}{(strip)},0,2,0,"0,2,0",2.81
airtight,2,{(air)}{(tight)},0,2,0,"0,2,0",2.95
airway,2,{(air)}{(way)},0,2,0,"0,2,0",3.19
airwoman,2,{(air)}(woman),0,2,0,"0,2,0",0.0
airwomen,2,{(air)}{(women)},0,2,0,"0,2,0",0.0
airworthiness,4,{(air)}{(worth)}>y>>ness>,0,2,2,"0,2,2",2.31
airworthy,3,{(air)}{(worth)}>y>,0,2,1,"0,2,1",1.91
airy,2,{(air)}>y>,0,1,1,"0,1,1",3.2
aisle,1,{(aisle)},0,1,0,"0,1,0",3.72
aitch,1,{(aitch)},0,1,0,"0,1,0",1.64
ajar,1,{(ajar)},0,1,0,"0,1,0",2.57
akimbo,1,{(akimbo)},0,1,0,"0,1,0",2.08
akin,1,{(akin)},0,1,0,"0,1,0",3.7
alabama,1,{(alabama)},0,1,0,"0,1,0",4.26
alabaster,1,{(alabaster)},0,1,0,"0,1,0",2.71
alack,1,{(alack)},0,1,0,"0,1,0",1.78
alacrity,1,{(alacrity)},0,1,0,"0,1,0",2.36
alan,1,{(alan)},0,1,0,"0,1,0",4.45
alarm,1,{(alarm)},0,1,0,"0,1,0",4.28
alarmingly,2,{(alarm)}>ly>,0,1,1,"0,1,1",2.66
alarmist,2,{(alarm)}>ist>,0,1,1,"0,1,1",2.56
alas,1,{(alas)},0,1,0,"0,1,0",3.67
alaska,1,{(alaska)},0,1,0,"0,1,0",4.19
alb,1,{(alb)},0,1,0,"0,1,0",2.62
albatross,1,{(albatross)},0,1,0,"0,1,0",2.9
albeit,1,{(albeit)},0,1,0,"0,1,0",3.91
albert,1,{(albert)},0,1,0,"0,1,0",4.24
albino,1,{(albino)},0,1,0,"0,1,0",3.05
album,1,{(album)},0,1,0,"0,1,0",5.02
albumen,1,{(albumen)},0,1,0,"0,1,0",2.05
albumin,1,{(albumin)},0,1,0,"0,1,0",2.58
alchemist,3,{<al<(chem)>ist>},1,1,1,"1,1,1",3.07
alchemy,3,{<al<(chem)>y>},1,1,1,"1,1,1",3.21
alcohol,1,{(alcohol)},0,1,0,"0,1,0",4.61
alcoholic,2,{(alcohol)}>ic>,0,1,1,"0,1,1",3.91
alcoholically,3,{(alcohol)}>ic>>ly>,0,1,2,"0,1,2",0.0
alcoholism,2,{(alcohol)}>ism>,0,1,1,"0,1,1",3.45
alcove,1,{(alcove)},0,1,0,"0,1,0",2.62
alder,1,{(alder)},0,1,0,"0,1,0",2.97
alderman,1,{(alderman)},0,1,0,"0,1,0",3.16
aldermanic,2,{(alderman)}>ic>,0,1,1,"0,1,1",1.62
aldermen,1,{(aldermen)},0,1,0,"0,1,0",2.76
ale,1,{(ale)},0,1,0,"0,1,0",3.68
alee,1,{(alee)},0,1,0,"0,1,0",1.72
alehouse,2,{(ale)}{(house)},0,2,0,"0,2,0",1.96
alert,1,{(alert)},0,1,0,"0,1,0",4.33
alertly,2,{(alert)}>ly>,0,1,1,"0,1,1",1.54
alertness,2,{(alert)}>ness>,0,1,1,"0,1,1",2.75
alex,1,{(alex)},0,1,0,"0,1,0",4.62
alexander,1,{(alexander)},0,1,0,"0,1,0",4.4
alexandrine,1,{(alexandrine)},0,1,0,"0,1,0",1.93
alexia,1,{(alexia)},0,1,0,"0,1,0",2.5
