word,n_morphemes,note,ratingcmp,zipf_freq,c1,c2
matchbox,2,match+box ratingcmp=77.0,77.0,2.592864137808441,match,box
lockbox,2,lock+box ratingcmp=83.0,83.0,2.522283063522734,lock,box
paintbox,2,paint+box ratingcmp=64.7,64.743591,2.069985392528103,paint,box
horsebox,2,horse+box ratingcmp=54.4,54.416668,1.47,horse,box
cashbox,2,cash+box ratingcmp=86.3,86.291664,1.990804146480479,cash,box
skybox,2,sky+box ratingcmp=56.3,56.285713,2.36,sky,box
hotbox,2,hot+box ratingcmp=57.2,57.222221,1.768955396864122,hot,box
rattlebox,2,rattle+box ratingcmp=61.4,61.423077,0.0,rattle,box
postbox,2,post+box ratingcmp=69.7,69.666664,1.9,post,box
tinderbox,2,tinder+box ratingcmp=50.4,50.424999,1.768955396864122,tinder,box
sandbox,2,sand+box ratingcmp=86.8,86.794868,3.032196831638704,sand,box
mailbox,2,mail+box ratingcmp=92.4,92.421051,3.620213745583198,mail,box
hatbox,2,hat+box ratingcmp=72.0,72.035713,2.29183414214446,hat,box
icebox,2,ice+box ratingcmp=86.0,86.0,3.388744155152517,ice,box
pillbox,2,pill+box ratingcmp=74.4,74.405403,2.706807490115278,pill,box
sweatbox,2,sweat+box ratingcmp=57.5,57.541668,2.29183414214446,sweat,box
chatterbox,2,chatter+box ratingcmp=46.5,46.526318,2.672045383856066,chatter,box
playbox,2,play+box ratingcmp=80.7,80.696968,1.42,play,box
gearbox,2,gear+box ratingcmp=74.7,74.703705,2.29183414214446,gear,box
snuffbox,2,snuff+box ratingcmp=49.1,49.136364,1.893894133472422,snuff,box
shoebox,2,shoe+box ratingcmp=94.1,94.125,2.55,shoe,box
deedbox,2,deed+box ratingcmp=49.5,49.466667,0.0,deed,box
strongbox,2,strong+box ratingcmp=41.5,41.46154,2.522283063522734,strong,box
firebox,2,fire+box ratingcmp=50.3,50.307693,1.768955396864122,fire,box
saltbox,2,salt+box ratingcmp=68.1,68.07692,1.55,salt,box
soundbox,2,sound+box ratingcmp=72.5,72.46154,1.32,sound,box
breadbox,2,bread+box ratingcmp=83.1,83.07692,2.136932182158717,bread,box
chatterboxes,2,chatter+boxes ratingcmp=34.9,34.857143,1.592864137808441,chatter,boxes
tinderboxes,2,tinder+boxes ratingcmp=61.4,61.392857,0.0,tinder,boxes
hotboxes,2,hot+boxes ratingcmp=57.6,57.583332,0.0,hot,boxes
snuffboxes,2,snuff+boxes ratingcmp=53.6,53.642857,0.0,snuff,boxes
iceboxes,2,ice+boxes ratingcmp=85.6,85.559998,1.768955396864122,ice,boxes
matchboxes,2,match+boxes ratingcmp=81.2,81.199997,1.592864137808441,match,boxes
fireboxes,2,fire+boxes ratingcmp=68.6,68.599998,1.29,fire,boxes
paintboxes,2,paint+boxes ratingcmp=82.7,82.724136,0.0,paint,boxes
postboxes,2,post+boxes ratingcmp=69.6,69.599998,1.592864137808441,post,boxes
gearboxes,2,gear+boxes ratingcmp=78.5,78.53846,1.592864137808441,gear,boxes
breadboxes,2,bread+boxes ratingcmp=77.3,77.321426,0.0,bread,boxes
saltboxes,2,salt+boxes ratingcmp=63.0,62.962963,1.592864137808441,salt,boxes
pillboxes,2,pill+boxes ratingcmp=80.9,80.875,2.069985392528103,pill,boxes
bandboxes,2,band+boxes ratingcmp=45.8,45.777779,0.0,band,boxes
sandboxes,2,sand+boxes ratingcmp=88.3,88.321426,1.990804146480479,sand,boxes
jukeboxes,2,juke+boxes ratingcmp=43.9,43.923077,1.990804146480479,juke,boxes
toolboxes,2,tool+boxes ratingcmp=93.7,93.708336,1.990804146480479,tool,boxes
hatboxes,2,hat+boxes ratingcmp=78.1,78.125,0.0,hat,boxes
strongboxes,2,strong+boxes ratingcmp=64.9,64.925926,1.2,strong,boxes
soapboxes,2,soap+boxes ratingcmp=74.6,74.633331,1.18,soap,boxes
mailboxes,2,mail+boxes ratingcmp=92.6,92.551727,2.796984120464366,mail,boxes
shadowboxing,2,shadow+boxing ratingcmp=55.4,55.363636,1.768955396864122,shadow,boxing
bellboy,2,bell+boy ratingcmp=47.1,47.142857,3.098014116128347,bell,boy
schoolboy,2,school+boy ratingcmp=79.9,79.875,3.124343054850696,school,boy
pageboy,2,page+boy ratingcmp=57.9,57.851852,2.333226827302685,page,boy
plowboy,2,plow+boy ratingcmp=58.6,58.592594,1.592864137808441,plow,boy
homeboy,2,home+boy ratingcmp=59.6,59.592594,3.388744155152517,home,boy
sandboy,2,sand+boy ratingcmp=52.7,52.68182,0.0,sand,boy
potboy,2,pot+boy ratingcmp=44.0,43.959999,0.0,pot,boy
newsboy,2,news+boy ratingcmp=67.9,67.925003,2.467925401200141,news,boy
cowboy,2,cow+boy ratingcmp=58.7,58.666668,4.278157919195225,cow,boy
dayboy,2,day+boy ratingcmp=44.4,44.360001,0.0,day,boy
doughboy,2,dough+boy ratingcmp=50.5,50.5,2.904617998864195,dough,boy
paperboy,2,paper+boy ratingcmp=65.5,65.512817,2.653561978162053,paper,boy
playboy,2,play+boy ratingcmp=52.1,52.068966,3.628293875992989,play,boy
tallboy,2,tall+boy ratingcmp=65.9,65.928574,1.592864137808441,tall,boy
lowboy,2,low+boy ratingcmp=29.1,29.076923,1.592864137808441,low,boy
ploughboy,2,plough+boy ratingcmp=54.0,54.0,1.1,plough,boy
highboy,2,high+boy ratingcmp=47.7,47.666668,1.990804146480479,high,boy
busboy,2,bus+boy ratingcmp=40.0,40.040001,3.231353394763079,bus,boy
stableboy,2,stable+boy ratingcmp=74.4,74.434784,1.768955396864122,stable,boy
choirboy,2,choir+boy ratingcmp=74.9,74.900002,2.371015388192085,choir,boy
tomboy,2,tom+boy ratingcmp=22.6,22.636364,2.495954124800384,tom,boy
linkboy,2,link+boy ratingcmp=30.3,30.32,0.0,link,boy
bullyboy,2,bully+boy ratingcmp=75.8,75.833336,1.592864137808441,bully,boy
tallboys,2,tall+boys ratingcmp=70.4,70.428574,1.43,tall,boys
busboys,2,bus+boys ratingcmp=51.3,51.333332,2.689774150816497,bus,boys
bellboys,2,bell+boys ratingcmp=70.2,70.225807,2.437962177822698,bell,boys
schoolboys,2,school+boys ratingcmp=93.0,93.033333,2.333226827302685,school,boys
choirboys,2,choir+boys ratingcmp=92.8,92.833336,1.592864137808441,choir,boys
homeboys,2,home+boys ratingcmp=66.1,66.07692,2.754232140043416,home,boys
cowboys,2,cow+boys ratingcmp=61.9,61.931034,3.65732212703536,cow,boys
pageboys,2,page+boys ratingcmp=53.2,53.208332,1.768955396864122,page,boys
playboys,2,play+boys ratingcmp=54.4,54.360001,3.016110011745249,play,boys
newsboys,2,news+boys ratingcmp=70.1,70.080002,1.990804146480479,news,boys
paperboys,2,paper+boys ratingcmp=71.1,71.14286,1.592864137808441,paper,boys
lowboys,2,low+boys ratingcmp=31.7,31.652174,0.0,low,boys
bullyboys,2,bully+boys ratingcmp=74.1,74.066666,1.893894133472422,bully,boys
bootboys,2,boot+boys ratingcmp=53.7,53.709679,0.0,boot,boys
highboys,2,high+boys ratingcmp=41.9,41.866665,0.0,high,boys
tomboys,2,tom+boys ratingcmp=33.3,33.346153,1.592864137808441,tom,boys
midbrain,2,mid+brain ratingcmp=81.6,81.64286,1.893894133472422,mid,brain
hindbrain,2,hind+brain ratingcmp=81.1,81.066666,1.79,hind,brain
birdbrain,2,bird+brain ratingcmp=48.0,48.045456,2.405777494451296,bird,brain
scatterbrain,2,scatter+brain ratingcmp=71.2,71.172417,2.194924129136403,scatter,brain
birdbrains,2,bird+brains ratingcmp=64.8,64.791664,1.768955396864122,bird,brains
scatterbrains,2,scatter+brains ratingcmp=50.1,50.111111,1.768955396864122,scatter,brains
canebrake,2,cane+brake ratingcmp=32.0,31.956522,1.768955396864122,cane,brake
airbrake,2,air+brake ratingcmp=75.0,75.0,1.41,air,brake
canebrakes,2,cane+brakes ratingcmp=33.9,33.933334,0.0,cane,brakes
firebrand,2,fire+brand ratingcmp=40.6,40.628571,1.592864137808441,fire,brand
firebrands,2,fire+brands ratingcmp=52.0,52.032257,1.79,fire,brands
firebrat,2,fire+brat ratingcmp=30.1,30.111111,0.0,fire,brat
sowbread,2,sow+bread ratingcmp=50.3,50.275864,0.0,sow,bread
flatbread,2,flat+bread ratingcmp=91.3,91.322578,2.45,flat,bread
cornbread,2,corn+bread ratingcmp=75.0,74.974358,2.963932000080177,corn,bread
sweetbread,2,sweet+bread ratingcmp=79.3,79.322578,1.51,sweet,bread
shortbread,2,short+bread ratingcmp=38.9,38.891891,2.333226827302685,short,bread
gingerbread,2,ginger+bread ratingcmp=66.8,66.795456,2.823313059186715,ginger,bread
beebread,2,bee+bread ratingcmp=30.6,30.592592,0.0,bee,bread
sweetbreads,2,sweet+breads ratingcmp=75.6,75.571426,2.405777494451296,sweet,breads
fingerbreadth,2,finger+breadth ratingcmp=43.4,43.384617,0.0,finger,breadth
hairsbreadth,2,hairs+breadth ratingcmp=39.0,39.0,1.09,hairs,breadth
handbreadth,2,hand+breadth ratingcmp=53.1,53.066666,0.0,hand,breadth
handsbreadth,2,hands+breadth ratingcmp=42.6,42.566666,0.0,hands,breadth
hairsbreadths,2,hairs+breadths ratingcmp=44.4,44.400002,0.0,hairs,breadths
prisonbreak,2,prison+break ratingcmp=86.6,86.571426,0.0,prison,break
firebreak,2,fire+break ratingcmp=54.6,54.615383,1.893894133472422,fire,break
jailbreak,2,jail+break ratingcmp=73.1,73.14286,2.723197906303447,jail,break
daybreak,2,day+break ratingcmp=70.6,70.631577,3.143092490863535,day,break
newsbreak,2,news+break ratingcmp=64.2,64.181816,2.136932182158717,news,break
heartbreak,2,heart+break ratingcmp=73.1,73.128204,3.34491258562788,heart,break
windbreak,2,wind+break ratingcmp=61.4,61.43182,1.592864137808441,wind,break
gaolbreak,2,gaol+break ratingcmp=38.0,38.041668,0.0,gaol,break
strikebreaker,2,strike+breaker ratingcmp=60.7,60.733334,1.592864137808441,strike,breaker
safebreaker,2,safe+breaker ratingcmp=65.6,65.620689,0.0,safe,breaker
icebreaker,2,ice+breaker ratingcmp=64.2,64.241379,2.634256822966666,ice,breaker
middlebreaker,2,middle+breaker ratingcmp=49.8,49.791668,0.0,middle,breaker
groundbreaker,2,ground+breaker ratingcmp=77.8,77.777779,1.46,ground,breaker
jawbreaker,2,jaw+breaker ratingcmp=66.9,66.866669,2.136932182158717,jaw,breaker
lawbreaker,2,law+breaker ratingcmp=90.6,90.555557,2.194924129136403,law,breaker
heartbreaker,2,heart+breaker ratingcmp=90.8,90.75,2.810348082022347,heart,breaker
housebreaker,2,house+breaker ratingcmp=60.8,60.791668,1.07,house,breaker
windbreaker,2,wind+breaker ratingcmp=75.6,75.580643,2.522283063522734,wind,breaker
tiebreaker,2,tie+breaker ratingcmp=73.1,73.128204,2.405777494451296,tie,breaker
lawbreakers,2,law+breakers ratingcmp=91.8,91.761902,2.194924129136403,law,breakers
tiebreakers,2,tie+breakers ratingcmp=65.7,65.68,1.99,tie,breakers
housebreakers,2,house+breakers ratingcmp=70.6,70.620689,0.0,house,breakers
icebreakers,2,ice+breakers ratingcmp=57.2,57.173912,1.592864137808441,ice,breakers
strikebreakers,2,strike+breakers ratingcmp=55.9,55.892857,1.592864137808441,strike,breakers
windbreakers,2,wind+breakers ratingcmp=68.9,68.851852,1.592864137808441,wind,breakers
jawbreakers,2,jaw+breakers ratingcmp=64.8,64.800003,1.768955396864122,jaw,breakers
housebreaking,2,house+breaking ratingcmp=60.0,60.0,1.768955396864122,house,breaking
strikebreaking,2,strike+breaking ratingcmp=47.2,47.200001,1.2,strike,breaking
groundbreaking,2,ground+breaking ratingcmp=62.1,62.142857,2.783195835978733,ground,breaking
jailbreaks,2,jail+breaks ratingcmp=81.0,81.041664,1.592864137808441,jail,breaks
firebreaks,2,fire+breaks ratingcmp=54.6,54.551723,1.592864137808441,fire,breaks
heartbreaks,2,heart+breaks ratingcmp=74.5,74.53846,1.768955396864122,heart,breaks
windbreaks,2,wind+breaks ratingcmp=70.5,70.517242,1.7,wind,breaks
redbreast,2,red+breast ratingcmp=40.7,40.68182,2.136932182158717,red,breast
redbreasts,2,red+breasts ratingcmp=47.8,47.791668,0.0,red,breasts
purebred,2,pure+bred ratingcmp=88.8,88.827583,2.570587743097289,pure,bred
thoroughbred,2,thorough+bred ratingcmp=57.6,57.599998,2.954591973826034,thorough,bred
crossbreed,2,cross+breed ratingcmp=85.5,85.46875,1.768955396864122,cross,breed
mouthbreeder,2,mouth+breeder ratingcmp=50.2,50.21212,0.0,mouth,breeder
crossbreeding,2,cross+breeding ratingcmp=83.7,83.714287,1.990804146480479,cross,breeding
crossbreeds,2,cross+breeds ratingcmp=84.8,84.8125,1.48,cross,breeds
homebrew,2,home+brew ratingcmp=75.8,75.785713,2.069985392528103,home,brew
sweetbriar,2,sweet+briar ratingcmp=29.0,28.96875,1.57,sweet,briar
firebrick,2,fire+brick ratingcmp=59.0,58.965519,1.72,fire,brick
goldbrick,2,gold+brick ratingcmp=74.2,74.178574,2.29183414214446,gold,brick
goldbricking,2,gold+bricking ratingcmp=45.1,45.142857,1.990804146480479,gold,bricking
goldbricks,2,gold+bricks ratingcmp=81.2,81.25,1.990804146480479,gold,bricks
firebricks,2,fire+bricks ratingcmp=53.5,53.5,1.09,fire,bricks
flybridge,2,fly+bridge ratingcmp=35.4,35.391304,1.15,fly,bridge
footbridge,2,foot+bridge ratingcmp=60.2,60.179485,2.136932182158717,foot,bridge
weighbridge,2,weigh+bridge ratingcmp=39.0,39.0,1.76,weigh,bridge
drawbridge,2,draw+bridge ratingcmp=46.3,46.349998,2.738992173486679,draw,bridge
drawbridges,2,draw+bridges ratingcmp=63.7,63.655174,1.68,draw,bridges
footbridges,2,foot+bridges ratingcmp=67.6,67.590912,1.64,foot,bridges
weighbridges,2,weigh+bridges ratingcmp=50.8,50.75,1.05,weigh,bridges
greenbrier,2,green+brier ratingcmp=41.0,41.0,2.58,green,brier
bullbrier,2,bull+brier ratingcmp=33.9,33.916668,0.0,bull,brier
sweetbrier,2,sweet+brier ratingcmp=38.6,38.599998,0.0,sweet,brier
catbrier,2,cat+brier ratingcmp=38.5,38.458332,0.0,cat,brier
sweetbriers,2,sweet+briers ratingcmp=35.3,35.333332,0.0,sweet,briers
stockbroker,2,stock+broker ratingcmp=58.5,58.512821,3.032196831638704,stock,broker
pawnbroker,2,pawn+broker ratingcmp=44.7,44.743591,2.29183414214446,pawn,broker
powerbroker,2,power+broker ratingcmp=49.0,49.0,1.31,power,broker
stockbrokers,2,stock+brokers ratingcmp=68.1,68.071426,2.405777494451296,stock,brokers
pawnbrokers,2,pawn+brokers ratingcmp=61.0,61.035713,1.768955396864122,pawn,brokers
middlebrow,2,middle+brow ratingcmp=49.3,49.325001,1.768955396864122,middle,brow
highbrow,2,high+brow ratingcmp=47.1,47.052631,2.547106647247766,high,brow
eyebrow,2,eye+brow ratingcmp=66.1,66.081078,3.149166638575728,eye,brow
lowbrow,2,low+brow ratingcmp=41.8,41.775002,2.194924129136403,low,brow
eyebrows,2,eye+brows ratingcmp=79.3,79.26667,3.519720846758133,eye,brows
highbrows,2,high+brows ratingcmp=46.1,46.086956,1.02,high,brows
lowbrows,2,low+brows ratingcmp=47.4,47.357143,1.893894133472422,low,brows
middlebrows,2,middle+brows ratingcmp=57.4,57.444443,0.0,middle,brows
toothbrush,2,tooth+brush ratingcmp=91.3,91.342857,3.700074107456309,tooth,brush
redbrush,2,red+brush ratingcmp=67.2,67.206894,0.0,red,brush
bottlebrush,2,bottle+brush ratingcmp=58.0,58.041668,1.43,bottle,brush
paintbrush,2,paint+brush ratingcmp=89.9,89.949997,2.738992173486679,paint,brush
clothesbrush,2,clothes+brush ratingcmp=61.0,61.0,0.0,clothes,brush
sagebrush,2,sage+brush ratingcmp=47.3,47.333332,2.495954124800384,sage,brush
nailbrush,2,nail+brush ratingcmp=77.1,77.125,0.0,nail,brush
hairbrush,2,hair+brush ratingcmp=90.4,90.394737,2.87161773876127,hair,brush
airbrush,2,air+brush ratingcmp=69.8,69.839996,2.29183414214446,air,brush
airbrushes,2,air+brushes ratingcmp=72.5,72.535713,1.34,air,brushes
paintbrushes,2,paint+brushes ratingcmp=89.2,89.25,1.893894133472422,paint,brushes
toothbrushes,2,tooth+brushes ratingcmp=90.7,90.714287,2.570587743097289,tooth,brushes
hairbrushes,2,hair+brushes ratingcmp=90.1,90.115387,2.136932182158717,hair,brushes
nailbrushes,2,nail+brushes ratingcmp=72.0,72.0,0.0,nail,brushes
bushbuck,2,bush+buck ratingcmp=39.8,39.799999,1.3,bush,buck
gemsbuck,2,gems+buck ratingcmp=26.6,26.559999,0.0,gems,buck
roebuck,2,roe+buck ratingcmp=29.7,29.703703,3.047708997816951,roe,buck
blackbuck,2,black+buck ratingcmp=54.3,54.333332,1.24,black,buck
sawbuck,2,saw+buck ratingcmp=36.6,36.555557,2.614053436878379,saw,buck
prongbuck,2,prong+buck ratingcmp=35.0,35.034481,0.0,prong,buck
waterbuck,2,water+buck ratingcmp=46.3,46.291668,1.47,water,buck
springbuck,2,spring+buck ratingcmp=46.7,46.68,0.0,spring,buck
turnbuckle,2,turn+buckle ratingcmp=38.4,38.416668,1.893894133472422,turn,buckle
swashbuckler,2,swash+buckler ratingcmp=39.7,39.655174,1.990804146480479,swash,buckler
swashbucklers,2,swash+bucklers ratingcmp=22.0,22.040001,1.592864137808441,swash,bucklers
turnbuckles,2,turn+buckles ratingcmp=40.0,39.958332,1.592864137808441,turn,buckles
swashbuckling,2,swash+buckling ratingcmp=25.2,25.192308,1.990804146480479,swash,buckling
roebucks,2,roe+bucks ratingcmp=29.8,29.75,1.592864137808441,roe,bucks
sawbucks,2,saw+bucks ratingcmp=33.1,33.083332,0.0,saw,bucks
rosebud,2,rose+bud ratingcmp=71.9,71.945946,3.155157002264916,rose,bud
redbud,2,red+bud ratingcmp=61.7,61.689655,1.78,red,bud
tastebud,2,taste+bud ratingcmp=70.9,70.875,1.15,taste,bud
rosebuds,2,rose+buds ratingcmp=89.3,89.258064,2.437962177822698,rose,buds
crotonbug,2,croton+bug ratingcmp=33.1,33.099998,0.0,croton,bug
redbug,2,red+bug ratingcmp=67.5,67.480003,0.0,red,bug
bedbug,2,bed+bug ratingcmp=78.3,78.333336,2.495954124800384,bed,bug
firebug,2,fire+bug ratingcmp=46.3,46.270271,2.405777494451296,fire,bug
ladybug,2,lady+bug ratingcmp=27.1,27.135136,2.614053436878379,lady,bug
litterbug,2,litter+bug ratingcmp=53.9,53.86842,1.893894133472422,litter,bug
mealybug,2,mealy+bug ratingcmp=46.5,46.466667,1.53,mealy,bug
spittlebug,2,spittle+bug ratingcmp=47.7,47.708332,0.0,spittle,bug
doodlebug,2,doodle+bug ratingcmp=33.5,33.459461,2.136932182158717,doodle,bug
tumblebug,2,tumble+bug ratingcmp=42.4,42.439999,0.0,tumble,bug
jitterbug,2,jitter+bug ratingcmp=47.1,47.133335,2.592864137808441,jitter,bug
shutterbug,2,shutter+bug ratingcmp=42.0,41.964287,1.990804146480479,shutter,bug
superbug,2,super+bug ratingcmp=72.9,72.933334,2.01,super,bug
bedbugs,2,bed+bugs ratingcmp=90.9,90.928574,2.945046655919803,bed,bugs
doodlebugs,2,doodle+bugs ratingcmp=30.4,30.4,1.592864137808441,doodle,bugs
ladybugs,2,lady+bugs ratingcmp=51.0,51.041668,2.333226827302685,lady,bugs
jitterbugs,2,jitter+bugs ratingcmp=45.0,45.035713,1.768955396864122,jitter,bugs
mealybugs,2,mealy+bugs ratingcmp=36.0,36.041668,1.57,mealy,bugs
shutterbugs,2,shutter+bugs ratingcmp=45.8,45.833332,1.4,shutter,bugs
litterbugs,2,litter+bugs ratingcmp=47.1,47.07143,1.592864137808441,litter,bugs
firebugs,2,fire+bugs ratingcmp=61.8,61.833332,1.768955396864122,fire,bugs
housebuilder,2,house+builder ratingcmp=89.0,89.0,1.5,house,builder
bodybuilder,2,body+builder ratingcmp=72.9,72.903229,2.467925401200141,body,builder
coachbuilder,2,coach+builder ratingcmp=61.2,61.17857,1.33,coach,builder
boatbuilder,2,boat+builder ratingcmp=87.3,87.258064,1.34,boat,builder
musclebuilder,2,muscle+builder ratingcmp=87.1,87.10714,0.0,muscle,builder
shipbuilder,2,ship+builder ratingcmp=88.7,88.736839,1.768955396864122,ship,builder
homebuilder,2,home+builder ratingcmp=88.3,88.32,1.92,home,builder
homebuilders,2,home+builders ratingcmp=93.2,93.199997,2.08,home,builders
bodybuilders,2,body+builders ratingcmp=73.6,73.633331,2.069985392528103,body,builders
shipbuilders,2,ship+builders ratingcmp=84.6,84.559998,1.990804146480479,ship,builders
bodybuilding,2,body+building ratingcmp=84.8,84.75,2.522283063522734,body,building
shipbuilding,2,ship+building ratingcmp=80.0,79.966667,2.069985392528103,ship,building
musclebuilding,2,muscle+building ratingcmp=86.3,86.333336,0.0,muscle,building
lightbulb,2,light+bulb ratingcmp=90.9,90.862068,2.71,light,bulb
flashbulb,2,flash+bulb ratingcmp=81.4,81.3871,1.893894133472422,flash,bulb
flashbulbs,2,flash+bulbs ratingcmp=68.2,68.239998,2.547106647247766,flash,bulbs
stumblebum,2,stumble+bum ratingcmp=30.1,30.08,1.592864137808441,stumble,bum
goosebump,2,goose+bump ratingcmp=46.8,46.757576,1.53,goose,bump
cocklebur,2,cockle+bur ratingcmp=25.0,24.961538,0.0,cockle,bur
sandbur,2,sand+bur ratingcmp=49.3,49.310345,0.0,sand,bur
butterbur,2,butter+bur ratingcmp=36.2,36.227272,1.29,butter,bur
cheeseburger,2,cheese+burger ratingcmp=91.3,91.304344,3.506677990192158,cheese,burger
beefburger,2,beef+burger ratingcmp=92.1,92.120003,1.768955396864122,beef,burger
tunaburger,2,tuna+burger ratingcmp=86.2,86.225807,0.0,tuna,burger
cheeseburgers,2,cheese+burgers ratingcmp=89.5,89.481483,3.111378077686329,cheese,burgers
beefburgers,2,beef+burgers ratingcmp=91.4,91.400002,0.0,beef,burgers
sideburn,2,side+burn ratingcmp=55.9,55.851852,1.990804146480479,side,burn
heartburn,2,heart+burn ratingcmp=70.6,70.594597,2.882898749170959,heart,burn
windburn,2,wind+burn ratingcmp=68.5,68.464287,1.592864137808441,wind,burn
sunburn,2,sun+burn ratingcmp=87.8,87.818184,2.823313059186715,sun,burn
afterburner,2,after+burner ratingcmp=61.6,61.625,1.768955396864122,after,burner
barnburner,2,barn+burner ratingcmp=61.4,61.407406,1.39,barn,burner
afterburners,2,after+burners ratingcmp=64.8,64.821426,1.893894133472422,after,burners
heartburning,2,heart+burning ratingcmp=80.4,80.409088,0.0,heart,burning
sideburns,2,side+burns ratingcmp=30.3,30.333334,3.069985392528104,side,burns
sunburns,2,sun+burns ratingcmp=88.0,87.959999,1.768955396864122,sun,burns
windburns,2,wind+burns ratingcmp=70.0,70.034485,0.0,wind,burns
cockleburr,2,cockle+burr ratingcmp=29.7,29.733334,0.0,cockle,burr
cloudburst,2,cloud+burst ratingcmp=48.5,48.53846,1.768955396864122,cloud,burst
sunburst,2,sun+burst ratingcmp=50.6,50.599998,2.136932182158717,sun,burst
airburst,2,air+burst ratingcmp=72.2,72.178574,1.768955396864122,air,burst
cloudbursts,2,cloud+bursts ratingcmp=62.0,61.952381,1.990804146480479,cloud,bursts
sunbursts,2,sun+bursts ratingcmp=73.4,73.400002,1.35,sun,bursts
trolleybus,2,trolley+bus ratingcmp=75.8,75.818184,2.06,trolley,bus
airbus,2,air+bus ratingcmp=64.4,64.35714,3.33,air,bus
motorbus,2,motor+bus ratingcmp=80.5,80.46154,1.893894133472422,motor,bus
airbuses,2,air+buses ratingcmp=59.5,59.548386,1.07,air,buses
trolleybuses,2,trolley+buses ratingcmp=70.6,70.645164,1.49,trolley,buses
flannelbush,2,flannel+bush ratingcmp=42.5,42.466667,0.0,flannel,bush
daisybush,2,daisy+bush ratingcmp=71.2,71.199997,0.0,daisy,bush
brittlebush,2,brittle+bush ratingcmp=54.7,54.700001,0.0,brittle,bush
lawyerbush,2,lawyer+bush ratingcmp=30.7,30.666666,0.0,lawyer,bush
silverbush,2,silver+bush ratingcmp=48.7,48.727272,0.0,silver,bush
goldenbush,2,golden+bush ratingcmp=60.9,60.896553,0.0,golden,bush
tanglebush,2,tangle+bush ratingcmp=62.0,62.034481,0.0,tangle,bush
rosebush,2,rose+bush ratingcmp=89.9,89.931038,2.069985392528103,rose,bush
skunkbush,2,skunk+bush ratingcmp=45.8,45.785713,1.592864137808441,skunk,bush
shadbush,2,shad+bush ratingcmp=38.0,38.0,0.0,shad,bush
matchbush,2,match+bush ratingcmp=37.5,37.5,0.0,match,bush
saltbush,2,salt+bush ratingcmp=39.7,39.71875,1.71,salt,bush
staggerbush,2,stagger+bush ratingcmp=35.9,35.909092,0.0,stagger,bush
needlebush,2,needle+bush ratingcmp=61.1,61.066666,0.0,needle,bush
puckerbush,2,pucker+bush ratingcmp=39.7,39.700001,0.0,pucker,bush
squawbush,2,squaw+bush ratingcmp=40.3,40.32143,0.0,squaw,bush
spicebush,2,spice+bush ratingcmp=49.3,49.304348,1.04,spice,bush
fetterbush,2,fetter+bush ratingcmp=37.0,36.954544,0.0,fetter,bush
rosebushes,2,rose+bushes ratingcmp=88.7,88.68,2.371015388192085,rose,bushes
sodbuster,2,sod+buster ratingcmp=38.2,38.214287,2.467925401200141,sod,buster
trustbuster,2,trust+buster ratingcmp=56.3,56.26923,0.0,trust,buster
blockbuster,2,block+buster ratingcmp=34.2,34.157894,3.032196831638704,block,buster
broncobuster,2,bronco+buster ratingcmp=33.8,33.75,1.768955396864122,bronco,buster
blockbusters,2,block+busters ratingcmp=37.8,37.807693,2.467925401200141,block,busters
broncobusters,2,bronco+busters ratingcmp=45.2,45.166668,0.0,bronco,busters
scuttlebutt,2,scuttle+butt ratingcmp=37.1,37.111111,2.768955396864123,scuttle,butt
bellybutton,2,belly+button ratingcmp=77.1,77.08696,2.823313059186715,belly,button
bellybuttons,2,belly+buttons ratingcmp=60.6,60.619049,1.592864137808441,belly,buttons
goodbye,2,good+bye ratingcmp=73.1,73.068962,5.06583987240267,good,bye
goodbyes,2,good+byes ratingcmp=77.4,77.416664,3.20031916102311,good,byes
taxicab,2,taxi+cab ratingcmp=77.5,77.486488,2.945046655919803,taxi,cab
taxicabs,2,taxi+cabs ratingcmp=83.3,83.296295,2.29183414214446,taxi,cabs
birdcage,2,bird+cage ratingcmp=89.5,89.5,2.689774150816497,bird,cage
birdcages,2,bird+cages ratingcmp=96.5,96.53846,1.29,bird,cages
yellowcake,2,yellow+cake ratingcmp=71.5,71.541664,1.89,yellow,cake
battercake,2,batter+cake ratingcmp=65.3,65.346153,0.0,batter,cake
flapcake,2,flap+cake ratingcmp=46.0,46.033333,0.0,flap,cake
cheesecake,2,cheese+cake ratingcmp=75.1,75.081078,3.36738110353699,cheese,cake
hotcake,2,hot+cake ratingcmp=65.7,65.714287,1.768955396864122,hot,cake
oatcake,2,oat+cake ratingcmp=72.9,72.875,1.38,oat,cake
bridecake,2,bride+cake ratingcmp=68.3,68.310349,0.0,bride,cake
hoecake,2,hoe+cake ratingcmp=27.2,27.233334,0.0,hoe,cake
griddlecake,2,griddle+cake ratingcmp=55.7,55.720001,0.0,griddle,cake
coffeecake,2,coffee+cake ratingcmp=81.1,81.125,2.069985392528103,coffee,cake
johnnycake,2,johnny+cake ratingcmp=23.1,23.125,0.0,johnny,cake
cupcake,2,cup+cake ratingcmp=71.0,71.028572,3.517143423870323,cup,cake
pancake,2,pan+cake ratingcmp=65.1,65.057144,3.599330180057673,pan,cake
fruitcake,2,fruit+cake ratingcmp=84.7,84.692307,3.31714000740923,fruit,cake
shortcake,2,short+cake ratingcmp=46.0,46.0,2.723197906303447,short,cake
